Date,Production_Line,Shift,Units_Produced,Defective_Units,Downtime_Minutes,Inventory_Level
2024-02-27,Line_A,Shift_3,754,30,17,3147
2024-02-27,Line_B,Shift_1,639,34,96,4369
2024-02-27,Line_B,Shift_2,413,18,11,1374
2024-02-27,Line_B,Shift_3,692,9,47,4052
2024-02-27,Line_C,Shift_1,440,18,112,3008
2024-02-27,Line_C,Shift_2,483,6,112,1837
2024-02-27,Line_C,Shift_3,544,29,37,3113
2024-02-28,Line_A,Shift_1,562,9,74,2447
2024-02-28,Line_A,Shift_2,563,27,56,3334
2024-02-28,Line_A,Shift_3,794,14,76,1629
2024-02-28,Line_B,Shift_1,669,20,83,2628
2024-02-28,Line_B,Shift_2,665,16,103,4432
2024-02-28,Line_B,Shift_3,656,9,29,2799
2024-02-28,Line_C,Shift_1,570,16,10,3360
2024-02-28,Line_C,Shift_2,463,24,37,4192
2024-02-28,Line_C,Shift_3,506,16,46,3352
2024-02-29,Line_A,Shift_1,519,32,88,2925
2024-02-29,Line_A,Shift_2,507,24,87,4713
2024-02-29,Line_A,Shift_3,692,24,35,3844
2024-02-29,Line_B,Shift_1,400,39,79,3532
2024-02-29,Line_B,Shift_2,644,9,42,2008
2024-02-29,Line_B,Shift_3,578,18,21,1489
2024-02-29,Line_C,Shift_1,675,28,52,1125
2024-02-29,Line_C,Shift_2,616,33,66,4110
2024-02-29,Line_C,Shift_3,622,27,53,2317
